timestamp,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z
1403636624.463,-0.109700,0.063343,-0.006235,0.048420,0.051258,-0.012571,0.586008,0.017624,-0.808557,0.050184
1403636624.713,-0.094421,0.083671,-0.006672,0.081403,0.111805,-0.022866,0.578600,0.018190,-0.814409,0.040341
1403636624.813,-0.084968,0.097072,-0.007111,0.115771,0.144484,0.014121,0.575500,0.023945,-0.816814,0.032402
1403636625.063,-0.050597,0.131630,0.022250,0.131198,0.097247,0.220274,0.544540,0.038147,-0.837741,0.014670
1403636625.213,-0.034714,0.140459,0.061870,0.072803,0.035530,0.295793,0.541276,0.033525,-0.839849,0.023426
1403636625.363,-0.028968,0.143102,0.094623,0.016066,0.009978,0.062736,0.551331,0.031941,-0.833177,0.028776
1403636625.813,-0.060791,0.133639,0.118586,-0.172847,-0.066235,0.351917,0.557499,0.037560,-0.828788,0.029933
1403636625.963,-0.084924,0.122485,0.183863,-0.157581,-0.078284,0.490731,0.568486,0.038303,-0.821218,0.030955
1403636626.163,-0.111648,0.107417,0.276238,-0.122064,-0.062919,0.425631,0.575855,0.031477,-0.815809,0.043054
1403636626.463,-0.142617,0.105756,0.346192,-0.086876,0.049692,0.076743,0.578735,0.031067,-0.813635,0.045790
1403636627.813,-0.077887,0.237466,0.377066,0.067105,0.142403,-0.120875,0.554510,0.015955,-0.831566,0.027628
1403636628.413,-0.118787,0.308709,0.433684,-0.108375,0.130898,0.226764,0.577135,-0.015733,-0.816419,0.011198
1403636629.513,-0.235936,0.590496,0.510629,-0.172557,0.322121,-0.072291,0.569443,-0.070754,-0.818687,-0.021952
1403636629.863,-0.300959,0.728268,0.446900,-0.235395,0.442320,-0.254946,0.545476,-0.129401,-0.825990,-0.058790
1403636630.313,-0.440009,0.936554,0.410640,-0.348137,0.470570,0.069019,0.560853,-0.164152,-0.805137,-0.101271
1403636630.963,-0.678440,1.225599,0.489848,-0.393575,0.411906,-0.005799,0.552299,-0.156139,-0.813375,-0.094894
1403636632.263,-1.184441,1.695510,0.406932,-0.385908,0.248935,-0.020523,0.556884,-0.140559,-0.812058,-0.103356
1403636633.963,-2.026794,2.058901,0.238675,-0.660916,0.257150,-0.000442,0.557818,-0.070210,-0.826855,-0.014799
1403636635.313,-2.959731,2.486374,0.257563,-0.676624,0.235417,-0.074193,0.556715,-0.021364,-0.830411,-0.005226
1403636635.813,-3.320324,2.614459,0.291443,-0.765201,0.304498,0.238199,0.567400,-0.031813,-0.822786,0.008253
1403636636.163,-3.587890,2.744772,0.387244,-0.791673,0.421782,0.291941,0.555276,-0.031989,-0.831043,0.003143
