timestamp,landmark_id,u,v,size
1403636625063555584,1,650.492,108.447,12
1403636625063555584,2,655.827,107.68,12
1403636625213555456,3,508.581,85.6509,12
1403636625213555456,4,474.815,89.5117,12
1403636625213555456,5,467.764,96.0312,12
1403636625213555456,6,334.318,100.874,12
1403636625213555456,7,354.849,105.201,12
1403636625213555456,1,652.02,101.149,12
1403636625213555456,2,657.907,100.167,12
1403636625363555584,8,487.531,63.4894,12
1403636625363555584,9,469.478,66.2941,12
1403636625363555584,10,473.116,65.8846,12
1403636625363555584,11,534.958,62.4467,12
1403636625363555584,3,508.689,97.7554,12
1403636625363555584,4,475.133,102.298,12
1403636625363555584,12,499.348,103.74,12
1403636625363555584,5,468.261,109.159,12
1403636625363555584,13,532.183,108.671,12
1403636625363555584,6,336.199,117.425,12
1403636625363555584,7,356.483,120.921,12
1403636625363555584,1,652.036,109.657,12
1403636625363555584,2,657.984,108.621,12
1403636625363555584,14,346.684,143.381,12
1403636625813555456,15,478.025,69.6332,12
1403636625813555456,16,429.481,72.9905,12
1403636625813555456,8,493.704,74.5343,12
1403636625813555456,17,529.168,73.0341,12
1403636625813555456,9,475.428,77.9545,12
1403636625813555456,10,479.011,77.4059,12
1403636625813555456,11,541.089,73.4905,12
1403636625813555456,3,514.707,108.74,12
1403636625813555456,18,471.867,114.436,12
1403636625813555456,4,481.555,113.55,12
1403636625813555456,12,505.197,114.741,12
1403636625813555456,5,474.268,119.912,12
1403636625813555456,13,537.953,119.122,12
1403636625813555456,6,341.998,128.81,12
1403636625813555456,19,373.906,128.764,12
1403636625813555456,7,362.091,132.878,12
1403636625813555456,2,665.165,118.776,12
1403636625813555456,1,659.082,120.228,12
1403636625813555456,14,351.394,155.179,12
1403636625813555456,20,282.809,180.621,12
1403636625813555456,21,345.487,185.163,12
1403636625813555456,22,319.666,190.899,12
1403636625813555456,23,353.635,192.602,12
1403636625813555456,24,379.196,193.473,12
1403636625813555456,25,352.834,206.331,12
1403636625963555584,26,193.065,56.3295,12
1403636625963555584,27,136.671,51.6632,12
1403636625963555584,28,144.591,52.2443,12
1403636625963555584,29,295.396,64.0033,12
1403636625963555584,30,310.517,64.7616,12
1403636625963555584,31,164.437,55.4674,12
1403636625963555584,32,319.945,65.1035,12
1403636625963555584,33,561.874,56.1701,12
1403636625963555584,34,153.421,55.6783,12
1403636625963555584,35,183.372,57.4279,12
1403636625963555584,36,231.396,63.119,12
1403636625963555584,37,139.768,55.4318,12
1403636625963555584,38,313.523,67.7765,12
1403636625963555584,39,219.347,64.1097,12
1403636625963555584,40,146.799,58.7269,12
1403636625963555584,41,170.442,60.541,12
1403636625963555584,42,162.414,60.9959,12
1403636625963555584,43,290.823,70.0759,12
1403636625963555584,44,154.083,61.7349,12
