timestamp,landmark_id,u,v,size
1403638539127829504,1,337.635,96.196,12
1403638539127829504,2,304.995,98.9605,12
1403638539127829504,3,339.241,99.3862,12
1403638539127829504,4,432.66,102.695,12
1403638539127829504,5,458.246,103.621,12
1403638539127829504,6,465.303,103.276,12
1403638539127829504,7,277.286,121.836,12
1403638539127829504,8,301.195,122.484,12
1403638539127829504,9,438.187,133.465,12
1403638539127829504,10,439.052,138.059,12
1403638539127829504,11,282.076,162.393,12
1403638539127829504,12,191.861,162.898,12
1403638539127829504,13,182.282,166.016,12
1403638539127829504,14,261.763,177.872,12
1403638539127829504,15,411.713,178.133,12
1403638539127829504,16,431.911,180.053,12
1403638539127829504,17,322.952,183.47,12
1403638539227829504,18,335.234,105.211,12
1403638539227829504,3,340.293,108.373,12
1403638539227829504,2,305.538,108.159,12
1403638539227829504,4,433.493,111.577,12
1403638539227829504,5,458.541,112.534,12
1403638539227829504,7,278.156,130.694,12
1403638539227829504,8,302.13,131.373,12
1403638539227829504,19,438.475,141.925,12
1403638539227829504,10,439.507,146.276,12
1403638539227829504,20,412.21,186.65,12
1403638539227829504,21,404.254,187.581,12
1403638539227829504,22,432.16,188.765,12
1403638539227829504,23,410.851,189.381,12
1403638539227829504,24,400.894,192.398,12
1403638539227829504,25,403.286,194.698,12
1403638539277829376,26,673.14,78.2426,12
1403638539277829376,27,305.057,107.591,12
1403638539277829376,18,335.484,107.746,12
1403638539277829376,1,338.204,108.008,12
1403638539277829376,28,426.778,110.306,12
1403638539277829376,2,305.581,110.653,12
1403638539277829376,3,340.368,111.078,12
1403638539277829376,29,462.56,111.991,12
1403638539277829376,30,467.467,111.713,12
1403638539277829376,31,417.088,113.883,12
1403638539277829376,4,433.249,114.6,12
1403638539277829376,5,458.666,115.152,12
1403638539277829376,7,278.466,132.794,12
1403638539277829376,8,302.36,133.399,12
1403638539277829376,19,438.623,144.141,12
1403638539277829376,10,439.629,148.546,12
1403638539277829376,11,283.187,172.902,12
1403638539277829376,32,571.289,172.738,12
1403638539277829376,33,491.785,183.297,12
1403638539277829376,34,298.094,189.153,12
1403638539277829376,20,412.544,188.766,12
1403638539277829376,22,432.469,190.721,12
1403638539277829376,35,403.221,191.428,12
1403638539277829376,23,410.943,191.591,12
1403638539277829376,36,184.126,189.807,12
1403638539277829376,37,322.051,194.085,12
1403638539277829376,38,324.469,194.402,12
1403638539277829376,39,331.552,194.58,12
1403638539277829376,40,335.751,194.668,12
1403638539277829376,24,401.01,194.589,12
1403638539277829376,41,221.107,194.697,12
1403638539277829376,42,388.401,196.884,12
1403638539277829376,25,403.38,196.807,12
1403638539277829376,43,411.857,197.036,12
1403638539427829504,26,675.8,76.5401,12
1403638539427829504,27,306.075,106.526,12
1403638539427829504,1,339.484,106.798,12
1403638539427829504,2,307.123,109.518,12
1403638539427829504,3,341.403,109.956,12
1403638539427829504,44,424.676,109.729,12
1403638539427829504,30,467.853,110.879,12
1403638539427829504,4,434.51,113.346,12
1403638539427829504,5,460.006,114.427,12
1403638539427829504,7,279.574,131.726,12
1403638539427829504,8,303.448,132.351,12
1403638539427829504,9,439.963,142.997,12
1403638539427829504,10,440.902,147.917,12
1403638539427829504,11,284.043,171.857,12
1403638539427829504,33,492.768,182.376,12
1403638539427829504,20,413.574,188.113,12
1403638539427829504,35,405.088,190.514,12
1403638539427829504,23,412.272,190.685,12
1403638539427829504,22,433.565,189.766,12
1403638539427829504,36,185.209,188.714,12
1403638539427829504,37,323.286,192.998,12
1403638539427829504,38,325.469,193.316,12
1403638539427829504,39,332.47,193.525,12
1403638539427829504,40,336.813,193.613,12
1403638539427829504,24,401.853,194.49,12
1403638539427829504,42,389.538,196.013,12
1403638539427829504,25,404.495,195.885,12
1403638539427829504,45,278.934,203.049,12
1403638539427829504,46,281.96,205.473,12
1403638539427829504,47,267.537,205.016,12
1403638539427829504,48,277.144,206.089,12
1403638539427829504,49,250.036,207.132,12
1403638539427829504,50,335.094,209.861,12
1403638539427829504,51,356.761,211.685,12
1403638539427829504,52,355.468,212.121,12
1403638539427829504,53,168.128,211.917,12
1403638539427829504,54,252.97,214.197,12
1403638539427829504,55,353.061,216.067,12
1403638539427829504,56,250.623,217.188,12
1403638539427829504,57,221.331,217.993,12
1403638539427829504,58,360.567,219.406,12
1403638539427829504,59,399.129,218.863,12
1403638539427829504,60,191.16,219.418,12
1403638539427829504,61,415.545,220.335,12
1403638539427829504,62,249.336,220.125,12
1403638539427829504,63,301.568,220.813,12
1403638539427829504,64,353.103,221.045,12
1403638539427829504,65,189.681,220.827,12
1403638539427829504,66,346.535,222.241,12
1403638539427829504,67,369.282,222.007,12
1403638539427829504,68,229.585,222.131,12
1403638539427829504,69,198.883,223.098,12
1403638539427829504,70,232.465,224.054,12
1403638539427829504,71,403.867,223.78,12
1403638539427829504,72,414.895,224.38,12
1403638539427829504,73,193.986,227.323,12
1403638539427829504,74,257.393,227.275,12
1403638539427829504,75,277.873,228.477,12
1403638539427829504,76,217.219,229.532,12
1403638539427829504,77,195.12,230.607,12
1403638539427829504,78,430.056,230.808,12
1403638539427829504,79,439.989,230.892,12
1403638539427829504,80,442.722,230.853,12
1403638539427829504,81,668.406,230.601,12
1403638539427829504,82,217.402,234.049,12
1403638539427829504,83,239.2,239.681,12
1403638539427829504,84,684.448,239.829,12
1403638539427829504,85,219.681,243.833,12
1403638539427829504,86,230.814,245.023,12
1403638539427829504,87,692.618,245.613,12
1403638539427829504,88,601.088,247.051,12
1403638539427829504,89,590.662,247.89,12
1403638539427829504,90,605.873,247.914,12
1403638539427829504,91,251.946,248.194,12
1403638539427829504,92,330.386,248.017,12
1403638539427829504,93,718.491,252.513,12
1403638539427829504,94,712.164,256.861,12
1403638539427829504,95,453.334,257.001,12
1403638539427829504,96,344.266,258.878,12
1403638539427829504,97,601.257,262.216,12
1403638539427829504,98,601.216,266.265,12
1403638539427829504,99,657.739,272.244,12
1403638539427829504,100,651.95,275.6,12
1403638539427829504,101,671.79,282.799,12
1403638539677829376,102,301.025,105.265,12
1403638539677829376,103,339.551,105.623,12
1403638539677829376,104,342.259,105.886,12
1403638539677829376,2,309.678,108.843,12
1403638539677829376,3,344.445,109.26,12
1403638539677829376,29,467.505,110.754,12
1403638539677829376,4,437.658,113.373,12
1403638539677829376,5,463.324,114.208,12
1403638539677829376,105,290.942,127.738,12
1403638539677829376,7,282.294,130.848,12
1403638539677829376,8,306.312,131.605,12
1403638539677829376,106,289.329,133.73,12
1403638539677829376,107,284.24,134.973,12
1403638539677829376,19,443.023,141.944,12
1403638539677829376,10,443.98,146.803,12
1403638539677829376,11,286.852,170.848,12
1403638539677829376,33,495.268,181.822,12
1403638539677829376,20,416.421,187.673,12
1403638539677829376,22,436.55,189.774,12
1403638539677829376,36,188.421,187.847,12
1403638539677829376,35,408.279,190.597,12
1403638539677829376,23,415.006,190.568,12
1403638539677829376,108,416.542,190.178,12
1403638539677829376,109,227.372,190.627,12
1403638539677829376,37,326.42,192.15,12
1403638539677829376,38,328.443,192.432,12
1403638539677829376,39,335.548,192.647,12
1403638539677829376,40,339.584,192.752,12
1403638539677829376,41,224.902,192.271,12
1403638539677829376,24,405.042,193.618,12
1403638539677829376,42,392.314,195.919,12
1403638539677829376,25,407.415,195.804,12
1403638539677829376,110,280.895,202.408,12
1403638539677829376,111,283.446,203.629,12
1403638539677829376,47,270.266,205.131,12
1403638539677829376,112,283.756,205.714,12
1403638539677829376,49,253.2,205.899,12
1403638539677829376,50,338.038,209.421,12
1403638539677829376,51,359.671,211.067,12
1403638539677829376,53,171.021,211.058,12
1403638539677829376,113,255.861,212.911,12
1403638539677829376,114,397.229,213.944,12
1403638539677829376,115,321.184,214.955,12
1403638539677829376,116,324.044,215.122,12
1403638539677829376,117,328.659,214.988,12
1403638539677829376,55,355.97,215.712,12
1403638539677829376,118,165.984,215.606,12
1403638539677829376,119,253.458,217.147,12
1403638539677829376,58,363.49,219.38,12
1403638539677829376,59,401.849,218.684,12
1403638539677829376,61,418.353,220.292,12
1403638539677829376,63,304.604,220.534,12
1403638539677829376,66,349.475,221.116,12
1403638539677829376,64,355.877,220.782,12
1403638539677829376,120,251.511,221.477,12
1403638539677829376,67,372.005,220.97,12
1403638539677829376,121,241.364,221.402,12
1403638539677829376,122,232.546,223.701,12
1403638539677829376,123,348.54,223.9,12
1403638539677829376,71,406.112,223.625,12
1403638539677829376,72,417.556,224.211,12
1403638539677829376,124,158.584,223.118,12
1403638539677829376,69,201.952,225.104,12
1403638539677829376,125,217.552,225.318,12
1403638539677829376,126,236.193,226.226,12
1403638539677829376,127,382.498,228.134,12
1403638539677829376,74,260.79,229.04,12
1403638539677829376,73,197.371,229.28,12
1403638539677829376,128,272.947,229.508,12
1403638539677829376,75,280.594,230.194,12
1403638539677829376,78,432.755,230.756,12
1403638539677829376,79,443.043,230.823,12
1403638539677829376,80,445.508,230.767,12
1403638539677829376,76,220.42,231.656,12
1403638539677829376,129,160.094,232.183,12
1403638539677829376,77,197.87,232.621,12
1403638539677829376,81,672.231,232.04,12
1403638539677829376,130,207.649,233.351,12
1403638539677829376,131,160.879,233.705,12
1403638539677829376,82,219.822,236.567,12
1403638539677829376,84,688.211,241.098,12
1403638539677829376,83,241.67,242.622,12
1403638539677829376,85,223.105,245.952,12
1403638539677829376,132,146.789,247.529,12
1403638539677829376,133,157.325,246.792,12
1403638539677829376,134,225.594,246.944,12
1403638539677829376,135,233.874,247.366,12
1403638539677829376,136,237.346,247.401,12
1403638539677829376,87,696.452,246.819,12
1403638539677829376,137,153.743,248.037,12
1403638539677829376,89,593.823,248.995,12
1403638539677829376,88,604.794,248.617,12
1403638539677829376,90,609.826,250.102,12
1403638539677829376,138,98.4147,250.522,12
1403638539677829376,139,253.025,250.027,12
1403638539677829376,140,596.783,249.921,12
1403638539677829376,141,254.852,251.015,12
1403638539677829376,142,432.309,250.975,12
1403638539677829376,143,95.4573,253.486,12
1403638539677829376,144,152.542,253.181,12
1403638539677829376,145,181.656,253.251,12
1403638539677829376,93,722.811,254.585,12
1403638539677829376,146,146.058,256.889,12
1403638539677829376,147,90.2667,258.379,12
1403638539677829376,148,389.468,256.704,12
1403638539677829376,149,456.331,257.097,12
1403638539677829376,150,466.272,257.346,12
1403638539677829376,94,716.54,258.656,12
1403638539677829376,151,347.107,258.874,12
1403638539677829376,152,193.7,260.76,12
1403638539677829376,153,153.701,261.505,12
